Words,NER Tag
3,CARDINAL
"12,030",CARDINAL
2,CARDINAL
"1,500",CARDINAL
"2,528",CARDINAL
"1,340",CARDINAL
"3,757",CARDINAL
"2,701",CARDINAL
1,CARDINAL
"1,598",CARDINAL
8,CARDINAL
142,CARDINAL
"2,254",CARDINAL
1,CARDINAL
"1,598",CARDINAL
142,CARDINAL
"2,163",CARDINAL
0,CARDINAL
0,CARDINAL
4,CARDINAL
9,CARDINAL
141,CARDINAL
4,CARDINAL
9,CARDINAL
141,CARDINAL
"1,499",CARDINAL
"3,100",CARDINAL
"188,784",CARDINAL
"1,729",CARDINAL
"3,113",CARDINAL
"165,826",CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
339,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Nominal",ORG
2023,CARDINAL
2,CARDINAL
2,CARDINAL
29.1,CARDINAL
Up to 3 months,DATE
0,CARDINAL
0,CARDINAL
0.4,CARDINAL
0,CARDINAL
0,CARDINAL
18.3,CARDINAL
0,CARDINAL
3 months,DATE
1,CARDINAL
1,CARDINAL
1,CARDINAL
1,CARDINAL
6.5,CARDINAL
0,CARDINAL
1 year,DATE
1,CARDINAL
2,CARDINAL
42.4,CARDINAL
1,CARDINAL
2,CARDINAL
40.7,CARDINAL
0,CARDINAL
5 years,DATE
103,CARDINAL
99,CARDINAL
4.9,CARDINAL
3 months,DATE
2,CARDINAL
2,CARDINAL
1.0,CARDINAL
2,CARDINAL
2,CARDINAL
1.7,CARDINAL
0,CARDINAL
50.0,CARDINAL
0,CARDINAL
3 months,DATE
7,CARDINAL
8,CARDINAL
10.3,CARDINAL
6,CARDINAL
13.7,CARDINAL
0,CARDINAL
1,CARDINAL
23.0,CARDINAL
0,CARDINAL
1 year,DATE
56,CARDINAL
47,CARDINAL
17.8,CARDINAL
52,CARDINAL
19.3,CARDINAL
2,CARDINAL
2,CARDINAL
1,CARDINAL
2,CARDINAL
13.4,CARDINAL
5 years,DATE
38,CARDINAL
41,CARDINAL
6.9,CARDINAL
32,CARDINAL
35,CARDINAL
8.1,CARDINAL
6,CARDINAL
6,CARDINAL
0.5,CARDINAL
84,CARDINAL
29.2,CARDINAL
3 months,DATE
15,CARDINAL
3,CARDINAL
3 months,DATE
1 year,DATE
24,CARDINAL
1 year,DATE
21,CARDINAL
26,CARDINAL
20.6,CARDINAL
5 years,DATE
24,CARDINAL
29,CARDINAL
19.8,CARDINAL
0,CARDINAL
Up to 3 months,DATE
3 months,DATE
1 year,DATE
1 year,DATE
0,CARDINAL
5 years,DATE
340,CARDINAL
Commerzbank,ORG
2023,CARDINAL
"2022 
  €m 
 
 
 
 
Micro",MONEY
"43,502",CARDINAL
"29,254",CARDINAL
"2,759",CARDINAL
"38,033",CARDINAL
"28,935",CARDINAL
"9,594",CARDINAL
"19,276",CARDINAL
"29,254",CARDINAL
"1,773",CARDINAL
"19,233",CARDINAL
"28,935",CARDINAL
"7,509",CARDINAL
"3,848",CARDINAL
"29,254",CARDINAL
"1,084",CARDINAL
"4,327",CARDINAL
"28,935",CARDINAL
"5,478",CARDINAL
Debt,PRODUCT
"15,429",CARDINAL
689,CARDINAL
"14,906",CARDINAL
"2,031",CARDINAL
"24,226",CARDINAL
986,CARDINAL
"18,800",CARDINAL
"2,085",CARDINAL
593,CARDINAL
5,CARDINAL
136,CARDINAL
15,CARDINAL
Debt,PRODUCT
"23,633",CARDINAL
981,CARDINAL
"18,664",CARDINAL
"2,070",CARDINAL
"42,962",CARDINAL
"38,990",CARDINAL
"2,487",CARDINAL
"38,856",CARDINAL
"57,730",CARDINAL
"10,069",CARDINAL
"8,934",CARDINAL
"38,990",CARDINAL
497,CARDINAL
"7,773",CARDINAL
"57,730",CARDINAL
"5,368",CARDINAL
"34,028",CARDINAL
"1,990",CARDINAL
"31,084",CARDINAL
"4,701",CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
341,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Carrying",ORG
2023,CARDINAL
2022,CARDINAL
Assets - Carrying,WORK_OF_ART
733,CARDINAL
"2,305",CARDINAL
"2,294",CARDINAL
"3,935",CARDINAL
965,CARDINAL
"2,305",CARDINAL
"2,538",CARDINAL
"3,935",CARDINAL
87,CARDINAL
341,CARDINAL
158,CARDINAL
15,CARDINAL
Debt,PRODUCT
71,CARDINAL
356,CARDINAL
"1,053",CARDINAL
"2,197",CARDINAL
11,CARDINAL
10,CARDINAL
Debt,PRODUCT
"1,042",CARDINAL
"2,187",CARDINAL
232,CARDINAL
244,CARDINAL
235,CARDINAL
249,CARDINAL
13,CARDINAL
4,CARDINAL
Debt,PRODUCT
248,CARDINAL
3,CARDINAL
5,CARDINAL
Debt,PRODUCT
3,CARDINAL
5,CARDINAL
Liabilities - Carrying,ORG
982,CARDINAL
"3,311",CARDINAL
"2,605",CARDINAL
"4,840",CARDINAL
"1,041",CARDINAL
"3,311",CARDINAL
"2,677",CARDINAL
"4,840",CARDINAL
376,CARDINAL
28,CARDINAL
Debt,PRODUCT
"1,417",CARDINAL
"2,705",CARDINAL
60,CARDINAL
72,CARDINAL
47,CARDINAL
57,CARDINAL
Debt,PRODUCT
13,CARDINAL
15,CARDINAL
61,MONEY
previous year,DATE
161,MONEY
19,CARDINAL
13,MONEY
29,MONEY
(previous year,DATE
7,MONEY
342,CARDINAL
2023,DATE
43,CARDINAL
Joint,ORG
2023,CARDINAL
2022,CARDINAL
2023,DATE
2022,CARDINAL
1.1,CARDINAL
172,CARDINAL
174,CARDINAL
1,CARDINAL
1.1,CARDINAL
109,CARDINAL
109,CARDINAL
17,CARDINAL
2,CARDINAL
3,CARDINAL
3,CARDINAL
12,CARDINAL
5,CARDINAL
6,CARDINAL
at  31.12,CARDINAL
90,CARDINAL
109,CARDINAL
1.1,CARDINAL
27,CARDINAL
23,CARDINAL
4,CARDINAL
20,CARDINAL
31.12,CARDINAL
6,CARDINAL
1.1,CARDINAL
29,CARDINAL
29,CARDINAL
16,CARDINAL
23,CARDINAL
31.12,CARDINAL
22,CARDINAL
29,CARDINAL
57,CARDINAL
1,CARDINAL
31.12,CARDINAL
131,CARDINAL
172,CARDINAL
80,CARDINAL
95,CARDINAL
Commerzbank Group,ORG
69,CARDINAL
2023 financial year,DATE
previous year,DATE
18,MONEY
the previous year,DATE
Commerzbank Aktiengesellschaft,ORG
Commerzbank Group,ORG
Commerzbank Group,ORG
Group,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
343,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Intangible",ORG
44,DATE
up to 10,CARDINAL
up to 15,CARDINAL
2022,CARDINAL
2023,DATE
2022,CARDINAL
2023,CARDINAL
2022,CARDINAL
1.1,CARDINAL
"10 
11",CARDINAL
"1,057",CARDINAL
994,CARDINAL
222,CARDINAL
237,CARDINAL
1.1,CARDINAL
957,CARDINAL
957,CARDINAL
"3,833",CARDINAL
"3,539",CARDINAL
"1,287",CARDINAL
"1,464",CARDINAL
29,CARDINAL
6,CARDINAL
5,CARDINAL
408,CARDINAL
411,CARDINAL
70,CARDINAL
15,CARDINAL
49,CARDINAL
105,CARDINAL
243,CARDINAL
4,CARDINAL
5,CARDINAL
3,CARDINAL
2,CARDINAL
31.12,CARDINAL
942,CARDINAL
957,CARDINAL
"4,225",CARDINAL
"3,833",CARDINAL
"1,329",CARDINAL
"1,287",CARDINAL
1.1,CARDINAL
947,CARDINAL
946,CARDINAL
"2,777",CARDINAL
"2,545",CARDINAL
"1,065",CARDINAL
"1,226",CARDINAL
11,CARDINAL
2,CARDINAL
4,CARDINAL
6,CARDINAL
2,CARDINAL
327,CARDINAL
333,CARDINAL
79,CARDINAL
84,CARDINAL
5,CARDINAL
17,CARDINAL
2,CARDINAL
2,CARDINAL
6,CARDINAL
15,CARDINAL
42,CARDINAL
59,CARDINAL
241,CARDINAL
1,CARDINAL
2,CARDINAL
4,CARDINAL
1,CARDINAL
31.12,CARDINAL
938,CARDINAL
947,CARDINAL
"3,074",CARDINAL
"2,777",CARDINAL
"1,089",CARDINAL
"1,065",CARDINAL
31.12,CARDINAL
4,CARDINAL
"1,151",CARDINAL
"1,057",CARDINAL
240,CARDINAL
222,CARDINAL
1,CARDINAL
2,CARDINAL
344,CARDINAL
Commerzbank,ORG
2023,DATE
45,CARDINAL
25-50,CARDINAL
2-25,CARDINAL
1-19,CARDINAL
1,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
345,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
 
Land",ORG
2023,CARDINAL
2022,CARDINAL
2023,DATE
2022,CARDINAL
2023,DATE
2022,CARDINAL
2023,CARDINAL
2022,CARDINAL
1.1,CARDINAL
197,CARDINAL
219,CARDINAL
348,CARDINAL
383,CARDINAL
460,CARDINAL
533,CARDINAL
"1,422",CARDINAL
"1,747",CARDINAL
1.1,CARDINAL
506,CARDINAL
526,CARDINAL
"1,730",CARDINAL
"1,788",CARDINAL
"1,054",CARDINAL
"1,166",CARDINAL
"2,667",CARDINAL
"2,795",CARDINAL
3,CARDINAL
2,CARDINAL
12,CARDINAL
22,CARDINAL
55,CARDINAL
18,CARDINAL
4,CARDINAL
1,CARDINAL
0,CARDINAL
106,CARDINAL
83,CARDINAL
21,CARDINAL
309,CARDINAL
112,CARDINAL
30,CARDINAL
19,CARDINAL
197,CARDINAL
136,CARDINAL
227,CARDINAL
23,CARDINAL
131,CARDINAL
106,CARDINAL
9,CARDINAL
1,CARDINAL
166,CARDINAL
9,CARDINAL
16,CARDINAL
3,CARDINAL
4,CARDINAL
129,CARDINAL
31.12,CARDINAL
480,CARDINAL
506,CARDINAL
"1,641",CARDINAL
"1,730",CARDINAL
872,CARDINAL
"1,054",CARDINAL
"2,859",CARDINAL
"2,667",CARDINAL
1.1,CARDINAL
309,CARDINAL
307,CARDINAL
"1,381",CARDINAL
"1,406",CARDINAL
594,CARDINAL
634,CARDINAL
"1,246",CARDINAL
"1,048",CARDINAL
1,CARDINAL
1,CARDINAL
13,CARDINAL
10,CARDINAL
17,CARDINAL
35,CARDINAL
2,CARDINAL
"8 
10",CARDINAL
56,CARDINAL
67,CARDINAL
283,CARDINAL
338,CARDINAL
0,CARDINAL
2,CARDINAL
1,CARDINAL
20,CARDINAL
7,CARDINAL
183,CARDINAL
119,CARDINAL
111,CARDINAL
101,CARDINAL
101,CARDINAL
5,CARDINAL
0,CARDINAL
6,CARDINAL
84,CARDINAL
5,CARDINAL
16,CARDINAL
3,CARDINAL
2,CARDINAL
37,CARDINAL
39,CARDINAL
47,CARDINAL
31.12,CARDINAL
299,CARDINAL
309,CARDINAL
"1,285",CARDINAL
"1,381",CARDINAL
483,CARDINAL
594,CARDINAL
"1,433",CARDINAL
"1,246",CARDINAL
31.12,CARDINAL
181,CARDINAL
197,CARDINAL
357,CARDINAL
348,CARDINAL
388,CARDINAL
460,CARDINAL
"1,426",CARDINAL
"1,422",CARDINAL
Commerzbank Group,ORG
"2,352",MONEY
previous year,DATE
"2,426",MONEY
the previous year,DATE
Germany,GPE
2021 to 2023,DATE
Frankfurt,GPE
2021,DATE
2022 financial years,DATE
8,MONEY
previous year,DATE
47,MONEY
20,CARDINAL
346,CARDINAL
46,DATE
Commerzbank Group,ORG
Commerzbank Group,ORG
IAS 40,ORG
53,MONEY
previous year,DATE
57,MONEY
3,CARDINAL
2023,CARDINAL
2022,CARDINAL
1.1,CARDINAL
57,CARDINAL
41,CARDINAL
1.1,CARDINAL
"171 
50",CARDINAL
2,CARDINAL
3,CARDINAL
1,CARDINAL
2,CARDINAL
119,CARDINAL
31.12,CARDINAL
172,CARDINAL
171,CARDINAL
119,CARDINAL
114,CARDINAL
31.12,CARDINAL
"53 
57",CARDINAL
the year,DATE
the previous year,DATE
2022,DATE
one,CARDINAL
"the Association of German Pfandbrief 
Banks",ORG
at least 18 years,DATE
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
347,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Non-current",ORG
47,CARDINAL
5,CARDINAL
9,CARDINAL
5,CARDINAL
31.12.2023,CARDINAL
62,CARDINAL
75,CARDINAL
17.1,CARDINAL
"62 
75",CARDINAL
17.1,CARDINAL
82,CARDINAL
62,CARDINAL
156,CARDINAL
60.5,CARDINAL
348,CARDINAL
Commerzbank,ORG
2023,DATE
31 December 2023,DATE
5-year,DATE
multi-year,DATE
the Board of Managing Directors,ORG
5-year,DATE
Group,ORG
Commerzbank Group,ORG
501,MONEY
previous year,DATE
€414,MONEY
48,CARDINAL
31.12.2023,CARDINAL
138,CARDINAL
178,CARDINAL
22.3,CARDINAL
Germany,GPE
117,CARDINAL
144,CARDINAL
18.4,CARDINAL
Outside Germany,GPE
21,CARDINAL
34,CARDINAL
39.0,CARDINAL
"2,505",CARDINAL
"3,113",CARDINAL
19.5,CARDINAL
"2,413",CARDINAL
"2,929",CARDINAL
17.6,CARDINAL
93,CARDINAL
184,CARDINAL
49.7,CARDINAL
"2,643",CARDINAL
"3,291",CARDINAL
19.7,CARDINAL
Prior-year,DATE
4,CARDINAL
Group,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
349,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
For",ORG
31 December 2023,DATE
31.12.2023,CARDINAL
"7,095",CARDINAL
"7,859",CARDINAL
"4,813",CARDINAL
"5,042",CARDINAL
4.5,CARDINAL
"2,281",CARDINAL
"2,817",CARDINAL
19.0,CARDINAL
67,CARDINAL
436,CARDINAL
84.5,CARDINAL
"4,497",CARDINAL
"4,628",CARDINAL
2.8,CARDINAL
"1,107",CARDINAL
"1,107",CARDINAL
0.0,CARDINAL
"3,390",CARDINAL
"3,521",CARDINAL
3.7,CARDINAL
6,CARDINAL
1,CARDINAL
20 years,DATE
2,MONEY
previous year,DATE
145,MONEY
mBank,ORG
London,GPE
United Kingdom,GPE
31.12.2023,CARDINAL
267,CARDINAL
286,CARDINAL
6.6,CARDINAL
"3,768",CARDINAL
"6,704",CARDINAL
43.8,CARDINAL
"3,563",CARDINAL
"4,033",CARDINAL
11.7,CARDINAL
370,CARDINAL
165,CARDINAL
122,CARDINAL
129,CARDINAL
5.4,CARDINAL
703,CARDINAL
20.1,CARDINAL
"3,355",CARDINAL
"3,885",CARDINAL
13.6,CARDINAL
988,CARDINAL
"1,479",CARDINAL
33.2,CARDINAL
"13,137",CARDINAL
"17,561",CARDINAL
25.2,CARDINAL
"10,632",CARDINAL
"14,448",CARDINAL
26.4,CARDINAL
"2,505",CARDINAL
"3,113",CARDINAL
19.5,CARDINAL
1,CARDINAL
Prior-year,DATE
4,CARDINAL
49,CARDINAL
31.12.2023,CARDINAL
535,CARDINAL
826,CARDINAL
35.2,CARDINAL
47,CARDINAL
129,CARDINAL
63.8,CARDINAL
488,CARDINAL
696,CARDINAL
29.9,CARDINAL
3,CARDINAL
6,CARDINAL
48.3,CARDINAL
1,CARDINAL
19,CARDINAL
96.0,CARDINAL
3,CARDINAL
13,CARDINAL
538,CARDINAL
832,CARDINAL
35.3,CARDINAL
350,CARDINAL
Commerzbank,ORG
2023,DATE
German,NORP
Group,ORG
Group,ORG
31.12.2023,CARDINAL
"4,482",CARDINAL
"7,247",CARDINAL
294,CARDINAL
366,CARDINAL
19.7,CARDINAL
"92 
94",CARDINAL
2.1,CARDINAL
"3,639",CARDINAL
"4,301",CARDINAL
15.4,CARDINAL
"2,128",CARDINAL
"2,446",CARDINAL
13.0,CARDINAL
"10,635",CARDINAL
"14,454",CARDINAL
26.4,CARDINAL
"10,632",CARDINAL
"14,448",CARDINAL
26.4,CARDINAL
3,CARDINAL
6,CARDINAL
"50.0 
 
 
 
 
",CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
351,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
",ORG
50,CARDINAL
31.12.2023,CARDINAL
commitments1,PERSON
287,CARDINAL
214,CARDINAL
34.1,CARDINAL
138,CARDINAL
87,CARDINAL
59.3,CARDINAL
241,CARDINAL
256,CARDINAL
5.6,CARDINAL
655,CARDINAL
625,CARDINAL
4.8,CARDINAL
"1,356",CARDINAL
"1,255",CARDINAL
8.1,CARDINAL
"2,677",CARDINAL
"2,436",CARDINAL
9.9,CARDINAL
EU,ORG
287,MONEY
2015,DATE
181,MONEY
EU,ORG
106,MONEY
57,DATE
51,CARDINAL
31.12.2023,CARDINAL
81,CARDINAL
80,CARDINAL
0.5,CARDINAL
55,CARDINAL
81,CARDINAL
32.2,CARDINAL
462,CARDINAL
360,CARDINAL
28.5,CARDINAL
"1,674",CARDINAL
"1,708",CARDINAL
2.0,CARDINAL
"2,328",CARDINAL
"1,520",CARDINAL
53.2,CARDINAL
"4,599",CARDINAL
"3,749",CARDINAL
22.7,CARDINAL
358,MONEY
(previous year,DATE
276,MONEY
52,CARDINAL
Group,ORG
"the 
previous year",DATE
the current financial year,DATE
Art,PERSON
5,CARDINAL
10,CARDINAL
German,NORP
’ Deposit Insurance Fund,ORG
the Association of German Banks,ORG
Berlin,GPE
Commerzbank,ORG
"12,350",MONEY
(previous year,DATE
"18,108",MONEY
Commerzbank Aktiengesellschaft,ORG
the Polish,ORG
Financial Supervision Authority,ORG
mBank S.A.,ORG
Warsaw,GPE
S.A.,GPE
Warsaw,GPE
352,CARDINAL
2023,DATE
"Leasing 
 
The Group",ORG
16,CARDINAL
45,CARDINAL
18,CARDINAL
Around half,CARDINAL
Commerzbank Group,ORG
51,CARDINAL
2023,DATE
3,MONEY
previous year,DATE
2,MONEY
the previous year,DATE
0,MONEY
16,MONEY
"(previous 
year",DATE
16,MONEY
315,MONEY
333,MONEY
Group,ORG
Commerzbank,ORG
Group,ORG
Commerzbank Group,ORG
"the next 
few years",DATE
31.12.2023,CARDINAL
31.12.2022,CARDINAL
1 year,DATE
67,CARDINAL
103,CARDINAL
1 year,DATE
166,CARDINAL
212,CARDINAL
more than 5 years,DATE
12,CARDINAL
40,CARDINAL
245,CARDINAL
355,CARDINAL
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
353,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
Lessor",ORG
Commerzbank,ORG
31.12.2023,CARDINAL
31.12.2022,CARDINAL
"6,048",CARDINAL
"5,354",CARDINAL
538,CARDINAL
730,CARDINAL
"6,586",CARDINAL
"6,084",CARDINAL
"6,586",CARDINAL
"6,084",CARDINAL
471,CARDINAL
448,CARDINAL
"6,115",CARDINAL
"5,637",CARDINAL
"6,115",CARDINAL
"5,637",CARDINAL
31.12,CARDINAL
2023,CARDINAL
2022,CARDINAL
1 year,DATE
"2,027",CARDINAL
"2,093",CARDINAL
1 year,DATE
"4,258",CARDINAL
"3,719",CARDINAL
more than 5 years,DATE
300,CARDINAL
273,CARDINAL
"6,586",CARDINAL
"6,084",CARDINAL
308,MONEY
previous year,DATE
237,MONEY
Group,ORG
31.12,CARDINAL
2023,CARDINAL
2022,CARDINAL
1 year,DATE
"1,829",CARDINAL
"1,893",CARDINAL
1 year,DATE
"4,027",CARDINAL
"3,480",CARDINAL
more than 5 years,DATE
259,CARDINAL
263,CARDINAL
"6,115",CARDINAL
2023,DATE
third,ORDINAL
the Commerzbank Group,ORG
Germany,GPE
Commerzbank,ORG
Group,ORG
Group,ORG
Group,ORG
"the 
Group’s",ORG
56,CARDINAL
Commerzbank Group,ORG
Commerzbank,ORG
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
355,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
54,DATE
"2023 
20221",CARDINAL
657,CARDINAL
26.3,CARDINAL
"2,895",CARDINAL
"2,959",CARDINAL
2.1,CARDINAL
"3,553",CARDINAL
"3,479",CARDINAL
2.1,CARDINAL
Prior-year,DATE
4,CARDINAL
54,MONEY
previous year,DATE
52,MONEY
59,MONEY
(previous year,DATE
93,MONEY
544,MONEY
(previous year,DATE
375,MONEY
2023,CARDINAL
18,CARDINAL
60,CARDINAL
70.3,CARDINAL
69,CARDINAL
5.5,CARDINAL
70,CARDINAL
24.2,CARDINAL
"15 
11",CARDINAL
43.4,CARDINAL
172,CARDINAL
236,CARDINAL
27.0,CARDINAL
annually,DATE
Heubeck,PERSON
2018,DATE
Germany,GPE
Germany,GPE
German,NORP
2.5%,PERCENT
p.a.,GPE
2023,DATE
2.4%,PERCENT
p.a.,GPE
one,CARDINAL
around €52,MONEY
Germany,GPE
German,NORP
Commerzbank,ORG
Germany,GPE
356,CARDINAL
2023,DATE
Germany,GPE
year-end,DATE
3.7,CARDINAL
4.0,CARDINAL
2.5,CARDINAL
2.4,CARDINAL
the financial year,DATE
4.0,CARDINAL
1.4,CARDINAL
2.4,CARDINAL
2.0,CARDINAL
Germany,GPE
year-end,DATE
4.5,CARDINAL
4.8,CARDINAL
2.8,CARDINAL
2.8,CARDINAL
the financial year,DATE
4.8,CARDINAL
2.0,CARDINAL
2.8,CARDINAL
2.7,CARDINAL
Commerzbank Aktiengesellschaft,ORG
31 December 2004,DATE
Commerzbank,ORG
CBA,ORG
CBA,ORG
31 December 2004,DATE
2005,DATE
Bank,ORG
1 January 2005,DATE
Commerzbank,ORG
CKA,ORG
CKA,ORG
1 January 2010,DATE
Dresdner Bank Aktiengesellschaft,ORG
CBA,ORG
the United Kingdom,GPE
USA,GPE
the United Kingdom,GPE
IAS 19,ORG
Germany,GPE
Commerzbank Pension Trust e. V. (,ORG
CPT,ORG
"Contractual Trust 
Arrangement",ORG
CPT,ORG
IAS,ORG
Commerzbank Aktiengesellschaft,ORG
Group,ORG
Germany,GPE
CPT,ORG
Pensions-Sicherungs-Verein,ORG
German,NORP
German,NORP
the Board of Managing Directors,ORG
"Commerzbank 
Aktiengesellschaft",ORG
CPT,ORG
the Executive Pension Committee,ORG
EPC,ORG
LDI,ORG
"Asset 
Liability Management",ORG
Commerzbank,ORG
Germany,GPE
CPT,ORG
around 4%,PERCENT
Group,ORG
EPC,ORG
LDI,ORG
Germany,GPE
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements",ORG
357,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report",ORG
Group,ORG
London,GPE
around 39%,PERCENT
New York,GPE
Amsterdam,GPE
around 80%,PERCENT
German,NORP
Germany,GPE
the financial year,DATE
the beginning of the year,DATE
358,CARDINAL
Commerzbank,ORG
2023,CARDINAL
2022,CARDINAL
2023,DATE
2022,CARDINAL
2023,CARDINAL
2022,CARDINAL
1.1,CARDINAL
year,DATE
"6,308",CARDINAL
"9,119",CARDINAL
"6,880",CARDINAL
"9,572",CARDINAL
573,CARDINAL
453,CARDINAL
41,CARDINAL
67,CARDINAL
0,CARDINAL
1,CARDINAL
0,CARDINAL
0,CARDINAL
One,CARDINAL
248,CARDINAL
128,CARDINAL
272,CARDINAL
135,CARDINAL
24,CARDINAL
505,CARDINAL
"2,702",CARDINAL
517,CARDINAL
"2,561",CARDINAL
12,CARDINAL
141,CARDINAL
517,CARDINAL
"2,561",CARDINAL
517,CARDINAL
"2,561",CARDINAL
201,CARDINAL
87,CARDINAL
201,CARDINAL
87,CARDINAL
305,CARDINAL
"2,599",CARDINAL
305,CARDINAL
"2,599",CARDINAL
1,CARDINAL
16,CARDINAL
1,CARDINAL
16,CARDINAL
317,CARDINAL
299,CARDINAL
297,CARDINAL
274,CARDINAL
20,CARDINAL
26,CARDINAL
1,CARDINAL
5,CARDINAL
0,CARDINAL
11,CARDINAL
1,CARDINAL
6,CARDINAL
14,CARDINAL
20,CARDINAL
14,CARDINAL
20,CARDINAL
0,CARDINAL
0,CARDINAL
0,CARDINAL
3,CARDINAL
2,CARDINAL
0,CARDINAL
1,CARDINAL
31.12,CARDINAL
year,DATE
"6,786",CARDINAL
"6,308",CARDINAL
"7,387",CARDINAL
"6,880",CARDINAL
601,CARDINAL
573,CARDINAL
54,CARDINAL
52,CARDINAL
655,CARDINAL
625,CARDINAL
10,MONEY
316,MONEY
2024 financial year,DATE
Commerzbank,ORG
31.12.2023,CARDINAL
Germany,GPE
"6,552",CARDINAL
"6,072",CARDINAL
United Kingdom,GPE
69,CARDINAL
74,CARDINAL
71,CARDINAL
"6,786",CARDINAL
"6,308",CARDINAL
year-end,DATE
31 December 2023,DATE
"Corporate Responsibility 
Management Report Risk Report 
Financial Statements Further Information",ORG
359,CARDINAL
268,CARDINAL
269,CARDINAL
271,CARDINAL
272,CARDINAL
275,CARDINAL
276,CARDINAL
405,CARDINAL
"the Board 
406 Independent Auditor´s Report 
€m",ORG
31.12.2023,CARDINAL
31.12.2022,CARDINAL
417,CARDINAL
389,CARDINAL
50bps,CARDINAL
467,CARDINAL
436,CARDINAL
295,CARDINAL
50bps,CARDINAL
271,CARDINAL
265,CARDINAL
10 %,PERCENT
2,CARDINAL
224,CARDINAL
199,CARDINAL
1,CARDINAL
German,NORP
10%,PERCENT
around one year,DATE
age 65,DATE
"2022 
 
",WORK_OF_ART
48.9,CARDINAL
18.6,CARDINAL
52.7,CARDINAL
21.2,CARDINAL
7.8,CARDINAL
1.6,CARDINAL
7.6,CARDINAL
1.9,CARDINAL
0.2,CARDINAL
0.0,CARDINAL
0.3,CARDINAL
0.1,CARDINAL
4.4,CARDINAL
3.4,CARDINAL
1.0,CARDINAL
5.7,CARDINAL
1.0,CARDINAL
5.8,CARDINAL
8.9,CARDINAL
1.8,CARDINAL
3.7,CARDINAL
1.3,CARDINAL
0.1,CARDINAL
1.1,CARDINAL
0.1,CARDINAL
"1.2 
 
",DATE
31 December 2023,DATE
Group,ORG
Group,ORG
13.5 years,DATE
previous year,DATE
13.6 years,DATE
"2024 
2025",DATE
2026,DATE
2027,DATE
2028,CARDINAL
2029–2033,CARDINAL
328,CARDINAL
329,CARDINAL
333,CARDINAL
345,CARDINAL
356,CARDINAL
Germany,GPE
Commerzbank,ORG
BVV Versicherungsverein,ORG
Bankgewerbes a.G.,PERSON
BVV,ORG
Germany,GPE
BVV,ORG
Commerzbank,ORG
BVV,ORG
BVV,ORG
BVV,ORG
BVV,ORG
BVV,ORG
BVV,ORG
the United Kingdom,GPE
USA,GPE
59,MONEY
previous year,DATE
62,MONEY
BVV,ORG
2024,DATE
360,CARDINAL
Commerzbank,ORG
"2023 
 
",DATE
Notes 31 to 34,DATE
the financial year,DATE
1.1.2023,CARDINAL
31.12.2023,CARDINAL
653,CARDINAL
538,CARDINAL
392,CARDINAL
61,CARDINAL
0,CARDINAL
5,CARDINAL
